property_name,link,society,price,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id,rate,noOfFloor
"2 Bedroom House for sale in Sector 3 HSR Layout , Bangalore",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-3-hsr-layout-bangalore-south-600-sq-ft-r1-spid-I73182487,"Sector 3 HSR Layout , Bangalore, Bangalore South",2.25 Crore,Plot area 600(55.74 sq.m.)Carpet area: 1200 sqft (111.48 sq.m.),2 Bedrooms,3 Bathrooms,1 Balcony,,"Sector 3 HSR Layout , Bangalore",West,5 to 10 Year Old,"['Buddha Yoga Mandir', 'Ayyappa Temple', 'Shiva Temple', 'ATM', 'Indusind ATM', 'Hdfc bank ATM', 'Canara bank ATM', 'Narayana Multispeciality Hospital A Unit Of Narayana Hrudayalaya Pvt Ltd', 'Dr Ganesh Medical and Diabetic Clinic', 'Apollo Clinic', 'Narayana Hrudayalaya Superspecialty Clinic and Diagnostic Center', 'Bangalore One', 'BDA East office', 'HSR Layout', 'Mangammanapalya', 'Indian Oil', 'Hdfc bank', 'Yes bank', 'House of Commons Rest-o-bar', 'The Punjabi Rasoi', 'Coffee Bean', 'Cafe Coffee Day HSR Layout', 'Jharoka', 'Thalapakkatti Restaurant', ""McDonald's"", 'Rebarbiq', 'Earth Plate', 'Helloo Delhi', 'Pizza Hut', 'Udaan', 'Calvins', 'Cafe Coffee Day', 'KFC', 'Krispy Kreme Doughnuts', ""Swensen's"", 'Nandini Cool Joint', 'Adyar Ananda Bhavan', 'Kumarakom', 'Aranya Restaurant', 'Pappu Chaiwala', 'Veg Sagar', 'Joy Of Learning', 'GHPS Yellukunte', 'Gnan Shristi', 'EHPS Baldwin School', 'Cambridge School ICSE', 'Newton Public School', 'Udaan', 'Tila', 'Playlyfe']","This is an independent duplex house with 2 big bedrooms with 3 bathrooms, living , dining and kitchen. The property is west facing with north facing door.
Its furnished with wardrobes, tv unit, geyser and fans. 
Its 50 mts from narayana multispeciality hospital, 50 mts from hsr friends' park and 100 mts from hsr club.","['2 Wardrobe', 'Fan', '2 Geyser', 'Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],"['Connectivity4.1 out of 5', 'Lifestyle4 out of 5', 'Safety3.9 out of 5', 'Green Area4.1 out of 5']",I73182487,"₹37,500 /sqft",2 Floors
"4 Bedroom House for sale in Kadugodi, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kadugodi-bangalore-east-1200-sq-ft-spid-H86419716,Kumari Nautilus,2.25 Crore,Plot area 1200(111.48 sq.m.)Carpet area: 1990 sqft (184.88 sq.m.),4 Bedrooms,4 Bathrooms,2 Balconies,,"Kumari Nautilus, Kadugodi, Bangalore, Kadugodi, Bangalore",North-East,Within 3 months,"['Hdfc bank ATM', 'Coporation city bank', 'Karnataka bank', 'Manappuram finance bank', 'New Uduppi Hotel', 'Chandana Bakery', 'Government Model middle school']","This 4 bhk house for sale in kadugodi is an ideal abode for a family. Even better, it is situated in one of the prominent localities of bangalore east. The floor plan additionally contains 4 bedrooms, 4 bathrooms . All in all, the independent house is spread over a carpet area of 1990 sq.Ft. Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. This spacious house can be all yours at an attractive price of 2.2 crore.",[],[],"['Connectivity4.4 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.3 out of 5', 'Green Area4.1 out of 5']",H86419716,"₹18,750 /sqft",1 Floors
"3 Bedroom House for sale in Tippenahalli, Bangalore",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-tippenahalli-bangalore-north-2200-sqft-spid-K86340134,"Tippenahalli, Bangalore, Bangalore West",1.1 Crore,Plot area 600(55.74 sq.m.)Built-up area: 2200 sqft (204.39 sq.m.),3 Bedrooms,5 Bathrooms,3 Balconies,Pooja Room,"Tippenahalli, Bangalore",North,1 to 5 Year Old,"['ST PAULS CHURCH', 'REDEMPTION SISTERS', 'Axis bank ATM', 'Icici bank ATM', 'Thippenalli Government Hospital', 'Shri Vishnu Ent Speciality Center', 'Ashwini Hospital', 'naveen clinc', 'Sri Harsha Medical Stores', 'Johnson & Smith Co.', 'Peenya 2nd Stage', 'Aithal Upahara Darshini', 'Guru Darshani - Bhattra Hotel', 'Saint Sisters School', 'AM Fabrications']",Duplex house . 2kms from chikbedarikallu metro station.,"['1 Wardrobe', 'Fan', 'Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],[],K86340134,"₹18,333 /sqft",3 Floors
"4 Bedroom House for sale in Bommenahalli, Near Budigere, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pruksa-silvana-bommenahalli-bangalore-east-1350-sq-ft-r1-spid-C74598667,Pruksa Silvana,3.2 Crore,Plot area 1350(125.42 sq.m.),4 Bedrooms,3 Bathrooms,No Balcony,,"Budigere Cross 560049, Bommenahalli, Near Budigere, Bangalore",West,5 to 10 Year Old,"['Sri Shubha Sapthagiri Convention Hall', 'New Baldwin International Residential School', 'Shiva Shakthi Industries And Rolling Mill']","Villa at pruksa silvana is cosily tucked away in a delightful landscape. Secluding you from the world outside and enveloping you in nature's tranquil embrace. Accessing essential conveniences and comforts is easy at pruksa silvana. Budigere cross, whitefield areas and its vicinity are among the fastest developing regions in east bengaluru. Leading educational institutions, high profile shopping, leisure and entertainment, and top quality healthcare are all to be found within a radius of a few kilometres. The upcoming metro station is just few km away and east bengaluru is easily accessible by chennai bangalore express higway road.Its a 3.5 bhk villa, g+1 , the air is fresh. The environs are green, picturesque and a feast for the eyes. The internal roads are broad, well laid and intertwined with leafy tree walkways and specially designed communal spaces. Life is perfect.",[],[],"['Connectivity4 out of 5', 'Lifestyle3.8 out of 5', 'Safety3.8 out of 5', 'Green Area3.7 out of 5']",C74598667,"₹23,704 /sqft",1 Floors
"5 Bedroom House for sale in Dattatreya Nagar, Outer Ring Road South",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dattatreya-nagar-bangalore-south-2400-sqft-spid-J86281668,"Dattatreya Nagar, Outer Ring Road South, Bangalore South",8.5 Crore,Plot area 2400(222.97 sq.m.),5 Bedrooms,4 Bathrooms,2 Balconies,Pooja Room,"Dattatreya Nagar, Outer Ring Road South",,10+ Year Old,"['Homemart', 'Hdfc bank ATM', 'Icici ATM', 'Vajradanta Dental Clinic', 'Chowdeshwari Dental Clinic', 'Vittal Eye HOspital', 'Vaishanavi ENT Clinic', 'Nargund Clinics', 'Hanumagiri Clinic', 'Ramdas Homeopathy Clinic', 'Sri Balaji Specialist clinic', 'Surya Galaxy Hospital', 'Sg Hospital', 'Sri Devi Clinic', 'Netraspandana Healthcare and Research Pvt. Ltd', 'Metropolis Healthcare', 'Abhaya Eye Hospital Super Speciality Eye Care Centre', 'Shekhar Clinic', 'Sudha Prevention Centre', 'Udhbhava Hospital', 'Arogya Clinic', 'Ravi Clinic', 'MedPlus', 'Vishwas Medicals', 'Med Plus', 'Sunrise Diagnostic Laboratory', 'MedPlus', 'Sri Mahadeshwara Filling Station', 'Kalabhyraveshwara Service Station', 'Union bank of india', 'Karnataka state co-operative apex bank ltd', 'State bank of india', 'Union bank of india', 'North Karnataka Joladda Roti', 'Cafe Coffee Day', 'Cane Crush', 'Ayodhya Upachar', 'Mandara Bar and Restaurant', 'Kairali', 'Davanagere Bajji Centre', 'Bengaluru Coffee House', 'Halli Dhaba', 'Coffee House', 'Chicken Hunt', 'Cafe Coffe Day Express', 'PES Food Court', 'Great Indian Bhukkad', 'Auden School', 'PES University', 'Lending library']","Spacious house, 5bhk in residential area in heart of the city, 500 mts to pesit college.
Near by to schools, banks, hospitals.","['1 Wardrobe', 'Fan', 'Light', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'False Ceiling Lighting']","['Connectivity4 out of 5', 'Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Green Area3.9 out of 5']",J86281668,"₹35,417 /sqft",2 Floors
"3 Bedroom House for sale in Sarjapur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-celebrity-pride-access-sarjapur-road-bangalore-east-1853-sqft-spid-P86282010,Celebrity Pride Access,2.35 Crore,Plot area 1350(125.42 sq.m.)Built-up area: 1853 sqft (172.15 sq.m.)Carpet area: 1156 sqft (107.4 sq.m.),3 Bedrooms,3 Bathrooms,1 Balcony,Pooja Room,"Sarjapur Road, Bangalore",North,1 to 5 Year Old,[],"For sale 3bhk villa in gated community!
Experience luxury living in a beautiful 3-Bedroom villa with excellent ventilation and modern amenities.
 Located in a secure gated community
 Equipped with solar water heater
 Includes water softener for pure water
 Peaceful surroundings and premium lifestyle","['2 Wardrobe', 'Fan', 'Light', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Connectivity4.3 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Green Area4 out of 5']",P86282010,"₹17,407 /sqft",2 Floors
"5 Bedroom House for sale in Cottonpet, Mysore Road",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-cottonpet-bangalore-west-1320-sqft-spid-O86127658,"Cottonpet, Mysore Road, Bangalore West",4 Crore,Plot area 1320(122.63 sq.m.),5 Bedrooms,4 Bathrooms,2 Balconies,,"Cottonpet, Mysore Road",,5 to 10 Year Old,"['Chikkapete metro station', 'Nadaprabhu kempegowda metro station', 'Anjaneya - Hanuman Temple', 'Sri Kailaseshwara Temple', 'Sri Kanteshwara Swamy Temple', 'Shree Kodahda Ramanjaneya Swamy Temple', 'Anjaneya Temple', 'Lakshmi Satyanarana Temple', 'Adi Shakti Chikka Annamma Temple', 'Corporation bank ATM', 'Union bank of india ATM', 'Hdfc bank ATM', 'State bank of mysore ATM', 'State bank of india ATM', 'Icici bank ATM', 'Federal bank ATM', 'Radha Maternity and Surgical Hospital', 'Manavarthapet Pregnancy Hospital', 'ESI Hospital', 'Sreeniwasa Hospital', 'St. Marys Hospital Bengaluru Urban', 'Shyam Clinic', 'Institute Of Nephro Urology hospital', 'Mahesh Clinic', 'Sham Singh Clinic', ""G R Veerabhadrappa's Veerashaiva Choultry Sanskrit and Veda Pathashala"", 'Fair Deal Pharma Medkart', 'Kempegowda Majestic Andhra Bus Stand', 'Shree Krishna Auto Gas', 'Super talkies', 'Adhishakthi', 'Udupi Sri Krishna Bhavan', 'Mainland China', 'Hotel Shreesagar', 'Kachori house', 'Cafeteria', 'STC Canteen', 'Hanuman chats', 'Fresh Cane', 'Majestic Bar & Restaurant', 'CCD', 'Karnataka Chat', 'Jodhpur Sweets', 'Sukh Sagar', 'Adyar Ananda Bhavan', ""D'Lish"", 'Godwin English School', 'Orchids The International School - Majestic', 'Patasi Bai Nursery School', 'Amar electricals']","Looking for buyer to purchase our house/villa available for sale in cotton pet, bangalore central. Available at price of rs 4 crores. It has plot area of 1320 sq ft. It has 5 bhk, 4 bathroom, 2 balcony.It is a freehold property",[],[],"['Connectivity4.1 out of 5', 'Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Green Area3.6 out of 5']",O86127658,"₹30,303 /sqft",2 Floors
"3 Bedroom House for sale in Choodasandra, Hosa Road",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-aesthetic-shivani-sunshine-choodasandra-bangalore-south-2100-sqft-spid-M86084452,Aesthetic Shivani Sunshine,2.2 Crore,Plot area 950(88.26 sq.m.)Built-up area: 2100 sqft (195.1 sq.m.),3 Bedrooms,4 Bathrooms,2 Balconies,,"Choodasandra, Hosa Road",East,1 to 5 Year Old,"['Pelekamma Temple', 'Temple', 'Ganesha Temple', 'State bank of india ATM', 'Harmony Wellness Concepts Center', 'Renuka Clinic', 'Esthetix Orthodontic and Cosmetic Dental Clinic', 'Raksha Orthopaedic And Multi Speciality Centre', 'The Smile Kraftz Speciality Clinic', 'Sparsh Clinic', 'Alpha Clinics', 'Sai Clinic', 'Liss Medical and Dental Clinic', ""Your's pet"", 'Stanford Speciality Hospital', 'add-on Scans & Labs', 'Dr. Elizabeth Jayaseelan', 'Naadi Ayurveda Center', 'Banashankari Medicals', 'Ramdev Medicals', 'Krishna Medical & General Stores', 'Brothers Chemists', 'Indian Oil', 'Icici bank', 'Hdfc bank', 'Andhra bank', 'Karnataka bank', 'Canara bank', 'Amphitheatre', 'Amrutha multicuisine restaurant', ""Domino's Pizza"", 'Cafe 916', 'Xtreme Sports Bar', 'Melting Cakes', 'Quick Bites', 'Social', 'Sarjapura Social', ""Domino's Pizza"", 'Punjabi Rasoi', 'Pizza Hut', 'Barbeque Nation', 'California Burrito', 'Amrita School of Engineering', 'GHPS Parappana Agrahara Centra', 'New Shanthiniketan Eng Convent', 'GLPS Parappana Agrahara', 'Vibgyor', 'BES Naganathapura', 'Sahana Vidya Mandira', 'Shree Vidyanikethan']","Near main road, school, hospital, supermarket and all required things within 1 km radius","['Fan', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', 'Light', '1 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Washing Machine', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Water Purifier']",[],"['Connectivity3.9 out of 5', 'Lifestyle4 out of 5', 'Safety4 out of 5', 'Green Area3.9 out of 5']",M86084452,"₹23,158 /sqft",3 Floors
"1 Bedroom House for sale in Vijayanagar, Bangalore",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-vijayanagar-bangalore-west-1200-sqft-spid-X86150500,117 annapooraneshwari nagar,1.8 Crore,Plot area 1200(111.48 sq.m.),1 Bedroom,1 Bathroom,No Balcony,,"Vijayanagar, Bangalore",,5 to 10 Year Old,"['Anjaneya Swami Temple', 'Prasanna Ganapathi Temple', 'Shiva Temple', 'Raghavendra Swami Mutt', 'Siddi Vinayaka Temple', 'Shaneshwara Temple', 'Hdfc bank ATM', 'State bank of mysore ATM', 'Hdfc ATM', 'Sbi ATM', 'Sanjeevani Dental Clinic', 'Sunil Pet Clinic', 'Archana Clinic', 'Apple Dental Clinic', 'Rishi Women and Child Clinic', 'Shobha Hospital Bengaluru Urban', 'Modern Family Doctor Pvt Ltd', 'N N Homeo clinic', 'Alpha Ortho Clinic', 'Sastry Memorial Hospital', 'Nidevs Child Care', 'Happy Tooth', 'Bharathy Hospital', 'Manjula Clinic', 'Goverment Hospital Hosahalli', 'Saraswati Medicals', 'Med Plus', 'Megha Medicals and General Stores', 'Shobha Hospital Medical Store', 'Rishi Medicals', 'Khushal Medicals', 'Khema Medical Corporation', 'MedPlus', 'Allahabad bank', 'Karnataka bank', 'Janatha seva cooperative bank limited', 'New Priya Bar & Restaurant', 'Mangalore Kabab Korner', 'Chaitanya Uphara', 'Canara Juice Center', 'Classic inn veg and non veg', 'Ayodhya Food Line', 'Ayodhya Food Line', 'Sri Raghavendra Upaahar', 'Gangotri', 'Sarvodaya School', 'Pinewood High School', 'ASC Study Center', 'ASC Degree College', 'Cordial High School']","I have a house/villa available for sale in vijaynagar, bangalore. Available at price of rs 1.8 crores. It has plot area of 1200 sq ft. It has 1 bhk, 1 bathroom, 0 balcony.It is a freehold property",[],[],"['Connectivity4.5 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.3 out of 5', 'Green Area4.3 out of 5']",X86150500,"₹15,000 /sqft",1 Floors
"7 Bedroom House for sale in Hommadevanahalli, Bangalore",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-hommadevanahalli-bangalore-south-4000-sqft-spid-Z86128846,"Hommadevanahalli, Bangalore, Bangalore South",2.4 Crore,Plot area 4000(371.61 sq.m.),7 Bedrooms,7 Bathrooms,3 Balconies,Pooja Room,"Hommadevanahalli, Bangalore",East,1 to 5 Year Old,"['Immaculate Conception Church', 'Bank of baroda ATM', 'Karnataka bank ATM', 'Banashankari Hospital', 'Vijayashree Hospitals', 'Myo Medex - Ace Speciality Clinic', 'krishna medicals', 'Ramdev medicals', 'BMTC Bus Depot 34', 'Yelenahalli Bus Stop', 'Bharath Petroleum', 'Shell Petrol Bunk', 'Canara bank', 'Guru Greens Family Restaurant', 'Kubera Biriyani Paradise', 'Sri Sai Sagar', 'Jnanabindu Basavanapura', 'GLPS Basavanapura', 'Orchids The International School', 'Saint Francis Xavier HPS Chikkana Halli', 'T John Institute of Technology', 'GMPS Nekarara Colony', 'GHS', 'Jnanajyothi HPS Nekarara Colony', 'Little Angels', 'GLPS Pillagana Halli', 'GHPS Gottigere', 'Silicon Vally LPS', 'Sudarshan Public School cbse Gottigere', 'AMC Engineering College', 'GHPS Kembathhalli', 'GLPS Mylasandra Begur', 'Sri Ramakrishna C E Kendra Gottigere', 'GHPS Jambusavari Dinne', 'Classic Orchards Swimming Pool']","1bhk/ 5
2bhk/1
Total 6 house 
65k rented property","['10 Wardrobe', 'Fan', 'Light', '6 TV', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity3.7 out of 5', 'Lifestyle3.5 out of 5', 'Safety3.5 out of 5', 'Green Area3.6 out of 5']",86128846,"₹6,000 /sqft",4 Floors
"4 Bedroom House for sale in Nagarathpet, Avenue Road, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-nagarathpet-bangalore-central-2300-sq-ft-r1-spid-C80473541,"Nagarathpet, Avenue Road, Bangalore, Bangalore Central",4.1 Crore,Built-up area: 2300 (213.68 sq.m.),4 Bedrooms,4 Bathrooms,No Balcony,"Pooja Room,Study Room","Dodpete, Nagarathpet, Bangalore, Nagarathpet, Avenue Road, Bangalore",East,10+ Year Old,"['Masjid', 'Masjid', 'Balaji Temple', 'Sri Parvati Someshwara Swamy Temple', 'Koti Sri Anjaneya Temple', 'Parvathy Someshwara Temple', 'Jalakanteshwara Temple', 'Temple', 'Mariswamy Mutt', 'Koti Dhanvanthri Ganesha Temple', 'Icic bank ATM', 'Sbi ATM', 'Sbi ATM', 'Icici atam ATM', 'Icici bank ATM', 'Canara bank ATM', 'Canada bank ATM', 'Bharatiya mahila bank ATM', 'Punjab national bank ATM', 'Unani Hospital', 'Trustwell Hospitals', 'Punarjyoti Eye Hospital Bengaluru Urban', ""St. Martha's Heart Centre"", ""Chintalapalli Venkatamuni Setty's Free Boarding Hostel and Choultry"", ""G R Veerabhadrappa's Veerashaiva Choultry Sanskrit and Veda Pathashala"", 'Two-Wheeler Parking', 'Bharat Petroleum', 'State bank of india', 'State bank of patialia mid corporate branch', 'Canara bank', 'Karur vysya bank', 'Karur vyasa bank', 'Indian bank', 'Punjab national bank', 'Ing vysya bank', 'State bank of india', 'Chatpat', 'Pai Vihar', 'Kamat', 'Chikkanna Tiffin Room', 'Bnr Bar', 'Coffee', 'Hotel Annakuteera vegetarian', 'Aradhana Gowri Condiments & Chats', 'Cane Crush', 'Banaras Sweets', 'Indira Canteen', 'Udupi Sagar Veg Restaurant', 'Hotel Madhuvan', 'Center for Management Studies']","Property for sale in gnana bharathi bengaluru. This 4 bhk independent house is located in bengalurus most promising location. This property is posted by owner and there is no brokerage involved. This independent .Houses price is rs 4.1 cr. The built-Up area is 2300 square feet. The property has 4 bedrooms and 4 bathroom. This independent house is strategically located within close distance of famous healthcare center . School and education centre,malls are near,ganan bharathi metro station near.Commercial road is near.Banks,a tm are near.Fully developed are.Cauvery water supply is plenty.Greenery with backyard.","['Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', 'Light', '1 AC', '1 Curtains', '5 Bed', '2 Wardrobe', 'No Chimney', 'No Modular Kitchen', 'No Microwave', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park']","['Connectivity4.1 out of 5', 'Lifestyle3.8 out of 5', 'Safety4 out of 5', 'Green Area3.6 out of 5']",C80473541,"₹17,826 /sqft",2 Floors
