property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
"3 BHK Flat in Nagareshwara - Nagenahalli, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-casa-serenita-nagareshwara-nagenahalli-bangalore-north-1801-sqft-spid-E90393392,Sobha City Casa Serenita,2.5 Crore,"₹13,881 /sqft",Super Built-up area 1801(167.32 sq.m.)Built-up area: 1455 sqft (135.17 sq.m.)Carpet area: 1355 sqft (125.88 sq.m.),3 Bedrooms,3 Bathrooms,2 Balconies,,"Nagareshwara - Nagenahalli, Bangalore",11st   of 22 Floors,West,1 to 5 Year Old,"['Sri Shiva Chamundi Temple', 'Sri Gavreyanna Sidheshwara Swamy Temple', 'Ayappa Temple', 'Kothanur CSI Church', 'Sri Shaneeswhara Swamy Devalaya', 'Icici bank ATM', 'Union bank ATM', 'Andhra bank ATM', 'Axis bank ATM', 'State bank of india ATM', 'Regal Hospital', 'Dhanavantri Hospital', 'Bangalore Prime Hospital', 'Sai Hospital', 'Clubhouse', 'Krishna Medicals', 'Golden Palms Visitors Parking', 'Bharat Petroleum', 'Orchid-tree', 'Icici bank', 'State bank of india', 'Indian overseas bank', 'Kotak mahindra bank', 'Icici bank', 'Corporation bank', 'Syndicate bank', 'De Grand', 'New Mast Punjabi', 'Straight Up', 'Sash Cafe', 'Taawoon', 'Arunachalam Hot Chips', 'Chosen Cafe', ""Appam's Bakery and Sweets"", 'Kairali Mess', ""Joicy's Kitchen"", 'Chinese Bowl', 'Cafe Zamorin', 'Kolkata Famous Kati Roll', 'Coffe Cream Cafe', 'Lassi Store', 'Dreamland Food Corner', 'Fella Cafe', 'Roti Land Family Dhaba', 'Karnataka College', 'Little Lions', 'Samar International Islamic School', 'Tanisandra railway station', 'BRPL Baketech Pvt LTD - Just bake', 'Tecwink']","This residential flat is west-Facing direction. Constructed on a super built up area of 1801 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The flat has a total of 22 floors and this property is situated on 11th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The well built vitrified flooring enhances the aesthetic appeal of this flat. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house, park, shopping centre, grocery shop, cctv surveillance, lift(s), security guard, maintenance staff and visitor parking, will provide a pleasant living experience for you.","['Fan', '3 Geyser', '1 Stove', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Corner Property', 'Power Back-up']","['Construction4 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Connectivity4 out of 5', 'Green Area4.1 out of 5']",E90393392
"3 BHK Flat in Ambalipura, Harlur",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-purva-whitehall-ambalipura-bangalore-east-2023-sqft-spid-K88853022,Purva Whitehall,3.35 Crore,"₹16,559 /sqft",Super Built-up area 2023(187.94 sq.m.)Built-up area: 1815 sqft (168.62 sq.m.)Carpet area: 1645 sqft (152.83 sq.m.),3 Bedrooms,4 Bathrooms,1 Balcony,Servant Room,"Ambalipura, Harlur",11st   of 12 Floors,North,5 to 10 Year Old,"['Centro Mall', 'National Highway 44', 'ORCHIDS The International School', 'Amrita Vishwa Vidyapeetam', 'Manipal Hospital Sarjapur', 'Kempegowda International Airport', 'Karmelaram, Railway Station', 'Cessna Business Park', 'DoubleTree Suites  Hotel', 'Loco Bear Amusement Park', 'ASC Golf Course', 'M.Chinnaswamy Stadium']","This residential flat is north-Facing direction. The flat is over 2023 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 1 balcony. The property is located on the 11th floor of a 12 floors tall building. This is a ready to move project and the property is 5-10 years old. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Proximity to landmarks like close to metro station, close to school, close to hospital and close to market makes this an ideal property for families. Purva whitehall is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house, lift(s), maintenance staff, visitor parking and park. The housing society ensures a continuous supply of water to your flat from borewell/tank.","['3 Wardrobe', 'Fan', '1 Exhaust Fan', '3 Geyser', 'Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Power Back-up'],"['Construction4.1 out of 5', 'Amenities4.1 out of 5', 'Management3.7 out of 5', 'Connectivity4.1 out of 5', 'Green Area4 out of 5']",K88853022
"3 BHK Flat in Bagalur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-brigade-el-dorado-bagalur-bangalore-north-1043-sq-ft-spid-L90146880,Brigade El Dorado,90 Lac,"₹8,628 /sqft",Super Built-up area 1043(96.9 sq.m.),3 Bedrooms,2 Bathrooms,1 Balcony,,"Bagalur, Bangalore",3rd   of 21 Floors,,0 to 1 Year Old,"['St. Francis School', 'Bhartiya Mall Of Bengaluru', 'Dodjala Railway Station', 'State Highway 104', 'CMR University', 'NRV Hospital', 'Kempegowda International Airport', 'Amada Business Centre', 'Taj Bangalore', 'Bachpan Play School']",Amenities facing ready to move,[],[],"['Construction3.7 out of 5', 'Amenities4 out of 5', 'Management3.6 out of 5', 'Connectivity3.7 out of 5', 'Green Area4 out of 5']",L90146880
"4 BHK Flat in Dollars Colony, Bellari Road",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-prestige-fairfield-dollars-colony-bangalore-north-2882-sq-ft-spid-D90569700,Prestige Fairfield,6.39 Crore,"₹22,172 /sqft",Super Built-up area 2882(267.75 sq.m.)Carpet area: 1900 sqft (176.52 sq.m.),4 Bedrooms,5 Bathrooms,1 Balcony,Servant Room,"Dollars Colony, Bellari Road",19th   of 27 Floors,East,0 to 1 Year Old,"['Muthuraiswamy Ayappa Temple', 'Citibank ATM', 'Hdfc bank ATM', 'Citibank ATM', 'Mamta Hospital Bengaluru Rural', 'S. J. Hospital', 'Ayush Ayurvedic', 'Shirdi Sai Hospital', 'Guru Kripa Clinic', 'Clove Dental', 'RMV Hospital', 'Chikkamaranahalli', 'Indian Oil', 'State bank of india', 'Bank of baroda', 'Karnataka bank', 'Axis bank', 'Vijaya bank', 'Punjab national bank', 'State bank of india', 'Indusland bank', 'Ing vysya bank', 'Lakshmi Tent', 'RMV Club', 'RMV Club', 'Indira Canteen', 'Iyengar Bakery', 'Brindavan Vaibhav', 'Athithi', 'Ibaco', 'Chicken County', 'Dominos Pizza', 'Kanti Sweets', 'Akshaya Deluxe', 'Shanthi Sagar', 'Via Lucknow', 'Hunan Chinese Restaurant', 'U4IA', 'Burp', 'Beijing Bites', 'Nandini Palace', 'Down bekary', 'Food Bay', 'KFC', 'Frozen Bottle', 'Brindavan College', 'Vyasa International School', 'Lotte gollahalli railway station', 'Globals', 'Akasmika']","The flat is east-Facing. The flat is over 2882 sq.Ft. Super built up area and comes with 4 bedroom(s), 5 bathrooms and 1 balcony. The flat has a total of 27 floors and this property is situated on 19th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with marble flooring options. The society is well equipped with many modern amenities, including visitor parking, maintenance staff, park and lift(s).",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",90569700
"4 BHK Flat in Hoodi, Bangalore",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-habitat-eden-heights-hoodi-bangalore-east-2021-sq-ft-spid-P88763586,Habitat Eden Heights,3 Crore,"₹14,844 /sqft",Super Built-up area 2021(187.76 sq.m.)Carpet area: 1500 sqft (139.35 sq.m.),4 Bedrooms,4 Bathrooms,2 Balconies,Study Room,"Hoodi, Bangalore",10th   of 18 Floors,West,1 to 5 Year Old,"['Proposed Metro Station', 'Metro Cash and Carry', 'Decathalon', 'VR Mall', 'Phoenix Market City', 'Inorbit Mall', 'Outer Ring Road', 'Bagmane SEZ', 'KR Puram Railway Station', 'Indiranagar', 'MG Road', 'Vydehi Hospital', 'Kempegowda International Airport', 'Shantiniketan IT Park', 'Marriot Hotel']","This is a west-Facing property. Constructed on a super built up area of 2021 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and 2 balconies. The flat has a total of 18 floors and this property is situated on 10th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. Another plus point for this is that it is situated near close to metro station. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house, park, cctv surveillance, lift(s) and maintenance staff. The residential project is well equipped to meet all your water needs through access to borewell/tank supply.",[],"['Power Back-up', 'Piped-gas']","['Connectivity4.4 out of 5', 'Lifestyle4.3 out of 5', 'Safety4.1 out of 5', 'Green Area4 out of 5']",P88763586
"4 BHK Flat in Hebbal Kempapura, Near Hebbal, Bangalore",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-embassy-lake-terraces-hebbal-kempapura-bangalore-north-5098-sqft-spid-X88248642,Embassy Lake Terraces,10.5 Crore,"₹20,596 /sqft",Super Built-up area 5098(473.62 sq.m.),4 Bedrooms,5 Bathrooms,3 Balconies,Servant Room,"Hebbal Kempapura, Near Hebbal, Bangalore",8th   of 21 Floors,,1 to 5 Year Old,"['NH 44, Godrej Woodsman Estate', 'Esteem Mall, Byataranyanapura', 'Amruthahalli Police Station', 'Hebbal bus stop, Military Dairy Farm', 'Aster CMI Hospital, Sahakar Nagar', 'Godwin Public School, Amco Layout', 'Embassy Manyata Business Park Nagavara', 'Royal Orchid Resort & Convention Centre', 'Kempegowda International Airport']","Containing 4 bedroom(s), 5 bathrooms and 3 balconies, this flat is spread over a super built up area of 5098 sq.Ft. This flat lies on the 8th level of a 21 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, fitness centre / gym, club house, park, grocery shop, cctv surveillance, lift(s), security guard and maintenance staff.",[],[],"['Construction4.2 out of 5', 'Amenities4 out of 5', 'Management4.2 out of 5', 'Connectivity4.2 out of 5', 'Green Area4.2 out of 5']",X88248642
"2 BHK Flat in Varthur, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-brigade-cornerstone-utopia-varthur-bangalore-east-1097-sqft-spid-M90333512,Brigade Cornerstone Utopia,1.65 Crore,"₹15,041 /sqft",Carpet area: 1097 (101.91 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,,"Varthur, Bangalore",20th   of 27 Floors,North,1 to 5 Year Old,"['State Highway 35', 'Central Mall', 'The Prodigies International School', 'Oakwood Residence Whitefield Bangalore', 'Brookefield Multi Speciality Hospital', 'International Tech Park Bangalore', 'Whitefield Railway Station', 'Seetharam Palya Metro Station', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium', 'Garden City University', 'Fun World Amusement Park', 'Kempegowda International Airport']",Well maintained property with nice interiors. Good spacious and well ventilated rooms and living area. Good society with all amenities.,"['2 Wardrobe', 'Fan', '2 Geyser', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Construction3.9 out of 5', 'Amenities3.6 out of 5', 'Management3.6 out of 5', 'Connectivity3.9 out of 5', 'Green Area3.5 out of 5']",M90333512
"3 BHK Flat in Yelahanka, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-brigade-northridge-yelahanka-bangalore-north-1660-sqft-spid-Z90449020,Brigade Northridge,1.75 Crore,"₹10,542 /sqft",Super Built-up area 1660(154.22 sq.m.)Carpet area: 1141 sqft (106 sq.m.),3 Bedrooms,3 Bathrooms,3 Balconies,Others,"Yelahanka, Bangalore",10th   of 12 Floors,North-East,5 to 10 Year Old,"['Discount Mart', 'Bhartiya Mall', 'Millennium World School', 'Delhi Public School', 'Canadian International School', 'Bank of Baroda ATM', 'AMRUTH HOSPITAL', 'Agarahara Govt Hospital', 'International Airport', 'Karnataka Bank Ltd', 'Kogilu lake walk park', 'Manyata Tech Park', 'Sampigehalli Police Station', 'Shivarama Karanth Nagar Post Office']","This property faces the north-East direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1660 sq.Ft. The residential building has 12 floors in total and the flat for sale is located on the 10th floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house, park, lift(s), maintenance staff and visitor parking, will provide a pleasant living experience for you.","['6 Wardrobe', 'Fan', '3 Geyser', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Construction4 out of 5', 'Amenities3.9 out of 5', 'Management3.9 out of 5', 'Connectivity3.7 out of 5', 'Green Area4 out of 5']",90449020
"4 BHK Flat in Immadihalli, Whitefield",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sobha-windsor-immadihalli-bangalore-east-2244-sq-ft-r2-spid-F87627694,Sobha Windsor,3.82 Crore,"₹17,023 /sqft",Super Built-up area 2244(208.47 sq.m.)Built-up area: 2000 sqft (185.81 sq.m.)Carpet area: 1700 sqft (157.94 sq.m.),4 Bedrooms,3 Bathrooms,2 Balconies,"Pooja Room,Servant Room","H8292, Immadihalli, Whitefield",11st   of 17 Floors,East,0 to 1 Year Old,"['Nexus Whitefield', 'Kadugodi Tree Park Metro Station', 'State Highway 35', 'Whitefield Railway Station', 'Ryan International School (ICSE)', 'Vivanta Bengaluru, Whitefield', 'International Tech Park Bangalore', 'Manipal Hospital', 'Garden City University', 'Karnataka Golf Association', 'Atal Bihari Vajpayee Stadium', 'qFun World Amusement Park', 'Kempegowda International Airport']","Looking for a 4 bhk property for sale in bangalore east? Buy this 4 bhk flat in sobha windsor that is situated in immadihalli, bangalore east. The flat is facing the east direction. Constructed on a super built up area of 2244 sq.Ft., the flat comprises 4 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 17 floors in total and the flat for sale is located on the 11th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The beautifully designed vitrified flooring enhances the beauty of the flat. This residential property is situated near close to metro station, close to school, close to hospital and close to mall. The society is well equipped with many modern amenities, including swimming pool, fitness centre / gym, club house / community center, park, shopping centre, lift(s), water softening plant, maintenance staff, visitor parking and security personnel. The housing society ensures a continuous supply of water to your flat from borewell/tank and municipal corporation.",[],"['Vaastu Compliant', 'Private Garden / Terrace', 'False Ceiling Lighting', 'Separate entry for servant room', 'Piped-gas']","['Nearby Facilities4.1 out of 5', 'Value for Money4.1 out of 5', 'Connectivity4.4 out of 5']",F87627694
"2 BHK Flat in Electronic City, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-electronic-city-bangalore-south-1215-sqft-spid-I89613228,GOKULAM,61.24 Lac,"₹5,040 /sqft",Built-up area: 1215 (112.88 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,Study Room,"Electronic City, Doddanagamangala Village, Bengaluru, Karnataka 560100, Electronic City, Bangalore",Ground of 4 Floors,East,0 to 1 Year Old,"['Electronic city metro station', 'Canera bank ATM', 'Karur vysya bank ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Sbi ATM', 'Anugrahaa Hospital', 'Oxford Hospital', 'Springleaf Hospital', 'Spring Leaf Health Care Pvt Ltd', 'Apollo Clinic', 'Swamy Hospital', 'Ramakrishna Hospital', 'White Feather Wedding Hall', 'Ram Gas agency & Home Appliances', 'Indian Oil', 'Andhra bank', 'Varvathi', 'Andhra Spicy', 'Thalassery Grand Cafe', 'New Punjabi Foodcorner', 'Thalassery', 'Suchi Sagar', 'RR bar', 'Fresh meanu', ""Salt 'N Pepper"", 'Malabar', 'Malabar', 'Bismillah Dum Biryani', 'Ruchi Sagar', 'Seasons', 'Pallavi restaurant', 'St Gasper School', 'GHPS Doddanagamangala', 'BES Naganathapura', 'GHPS Govindashetty Palya', ""Sham's LPS Govindashetty Palya"", 'Sahana Vidya Mandira', 'Infont Pub Sch', 'Azim Premji University', 'PESIT Bengaluru South', 'Silicon Valley School Konappana Agrahara', 'Arunodaya Vidya Samsthe Konappana Agrahara', 'New Shanthiniketan Eng Convent', 'International Business School', 'Moog Controls India Private Limited', 'Biocon', 'Infosys Office', 'Tessolve']","The flat is facing the east direction. The flat is over 1215 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on ground floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. This flat is located near close to metro station, close to school, close to hospital and close to market. The flat will offer a modern lifestyle as it is presented with many of the amenities such as lift(s), security guard and fitness centre / gym.",[],"['Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Piped-gas', 'Security Guard', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting']","['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.1 out of 5', 'Green Area4.1 out of 5']",I89613228
